Timestamp, X, Y, Z 
1519640965292,-0.4914398193359375,-0.1624603271484375,10.052474975585938
1519640965491,-0.218505859375,-0.0913543701171875,9.9835205078125
1519640965689,0.1600189208984375,-0.5105743408203125,10.049606323242188
1519640965897,0.14324951171875,-0.327667236328125,9.957901000976562
1519640966085,0.2701568603515625,-0.3657379150390625,9.869552612304688
1519640966283,0.272064208984375,-0.1497802734375,9.973709106445312
1519640966481,0.2948150634765625,-0.0678863525390625,9.75750732421875
1519640966680,-0.040863037109375,0.412628173828125,9.662216186523438
1519640966878,-0.0580902099609375,0.4071197509765625,9.963882446289062
1519640967076,0.1583404541015625,0.65252685546875,10.059417724609375
1519640967273,0.2711029052734375,0.45428466796875,10.516708374023438
1519640967470,0.685302734375,-0.6436920166015625,9.761581420898438
1519640967670,0.3520355224609375,-0.2611083984375,9.140289306640625
1519640967867,0.2631988525390625,0.2337799072265625,10.413040161132812
1519640968066,-0.22161865234375,-0.114105224609375,11.010391235351562
1519640968264,-0.3805999755859375,-0.0403594970703125,8.763671875
1519640968461,-0.5675811767578125,0.1945037841796875,9.542022705078125
1519640968661,-0.03631591796875,-0.3961334228515625,11.145431518554688
1519640968860,0.2821197509765625,-0.292236328125,9.081863403320312
1519640969053,-0.045166015625,0.0958709716796875,9.087615966796875
1519640969255,0.12457275390625,-0.2508087158203125,11.23138427734375
1519640969450,-0.7816314697265625,-0.7045135498046875,10.492050170898438
1519640969652,-0.3427734375,0.18780517578125,8.608047485351562
1519640969849,0.2806854248046875,-0.064544677734375,10.497314453125
1519640970046,0.1968841552734375,-0.6049041748046875,10.354385375976562
1519640970242,-0.02935791015625,0.0726470947265625,8.589370727539062
1519640970441,0.1317596435546875,0.0539703369140625,10.703216552734375
1519640970640,0.039581298828125,-0.70953369140625,10.898345947265625
1519640970840,-0.2134857177734375,-0.0379638671875,8.728485107421875
1519640971037,-0.0138092041015625,-0.0746002197265625,10.5902099609375
1519640971234,0.66064453125,-0.5306854248046875,10.51934814453125
1519640971432,0.0300140380859375,-0.0875244140625,8.241500854492188
1519640971632,0.1178741455078125,0.23760986328125,10.27130126953125
1519640971830,0.08795166015625,-0.537628173828125,11.262496948242188
1519640972025,-0.1507568359375,-0.180419921875,8.81683349609375
1519640972223,0.06329345703125,-0.0370025634765625,10.465713500976562
1519640972426,0.561767578125,-0.2323760986328125,10.452301025390625
1519640972620,0.5873870849609375,-0.41217041015625,8.709335327148438
1519640972819,0.358734130859375,0.0125579833984375,10.014892578125
1519640973015,0.622100830078125,-0.2465057373046875,11.330490112304688
1519640973215,-0.2070159912109375,-0.4286956787109375,9.032791137695312
1519640973526,0.9015045166015625,-0.6860809326171875,9.2408447265625
1519640973546,0.9182586669921875,-0.5759429931640625,8.4483642578125
1519640973566,0.8919219970703125,-0.4275054931640625,8.742843627929688
1519640973586,0.8272857666015625,-0.39398193359375,9.724472045898438
1519640973605,0.8751678466796875,-0.2168121337890625,9.6861572265625
1519640973626,0.9062957763671875,0.0417633056640625,8.457931518554688
1519640973646,1.0451507568359375,0.2811737060546875,7.1219635009765625
1519640973667,0.4370269775390625,0.599609375,6.5808868408203125
1519640973687,0.0970458984375,0.5110321044921875,7.5337677001953125
1519640973706,0.3532257080078125,0.388916015625,8.388504028320312
1519640973727,0.5160369873046875,0.1902008056640625,8.232879638671875
1519640973747,0.5806732177734375,-0.0540008544921875,8.560882568359375
1519640973769,0.06353759765625,-0.09710693359375,9.724472045898438
1519640973787,-0.1543426513671875,0.013031005859375,10.459487915039062
1519640973806,0.049163818359375,0.350616455078125,10.100357055664062
1519640973826,0.5735015869140625,0.6115875244140625,9.128311157226562
1519640973846,1.148101806640625,0.8294525146484375,9.166610717773438
1519640973868,1.4090728759765625,0.7025604248046875,10.313446044921875
1519640973886,1.169647216796875,0.1949920654296875,11.457870483398438
1519640973906,0.894317626953125,-0.255126953125,12.322174072265625
1519640973926,1.3133087158203125,-0.3748321533203125,12.544830322265625
1519640973943,1.909454345703125,-0.070770263671875,11.5440673828125
1519640973963,1.3252716064453125,0.1159820556640625,10.560043334960938
1519640973983,0.451385498046875,-0.0109100341796875,10.473846435546875
1519640974002,0.2478790283203125,-0.1641387939453125,11.433929443359375
1519640974024,0.006072998046875,-0.429901123046875,12.480194091796875
1519640974044,-0.4655914306640625,-0.4969329833984375,13.18170166015625
1519640974063,-0.4440460205078125,-0.1258392333984375,12.801010131835938
1519640974082,-0.2237701416015625,0.4583587646484375,10.864105224609375
1519640974101,0.250274658203125,0.72650146484375,8.572860717773438
1519640974122,0.4442138671875,0.594818115234375,8.117950439453125
1519640974142,0.4418182373046875,0.0273895263671875,9.358154296875
1519640974162,0.6860198974609375,-0.552001953125,9.90643310546875
1519640974182,0.8129119873046875,-0.9254913330078125,9.137893676757812
1519640974201,0.4058990478515625,-1.0092926025390625,9.068450927734375
1519640974220,0.197601318359375,-0.674102783203125,8.900863647460938
1519640974239,0.07550048828125,-0.1114654541015625,7.9599456787109375
1519640974258,-0.14715576171875,0.2093505859375,7.8809356689453125
1519640974278,0.0467681884765625,0.245269775390625,8.869735717773438
1519640974298,0.216766357421875,0.161468505859375,9.408432006835938
1519640974318,0.5303955078125,0.3075103759765625,8.393295288085938
1519640974338,0.772216796875,0.508636474609375,7.773193359375
1519640974358,0.47772216796875,0.50384521484375,8.94635009765625
1519640974378,0.0994415283203125,0.4008941650390625,10.011764526367188
1519640974398,-0.151947021484375,0.5445404052734375,9.693344116210938
1519640974419,-0.11602783203125,0.7288970947265625,9.0301513671875
