TimeStamp, CellandDirection, BSSID, SSID, Strength
1520608147787,C15D3,50:0f:80:c4:5f:6d,tudelft-dastud, -75
1520608147787,C15D3,50:0f:80:fd:84:4d,tudelft-dastud, -68
1520608147787,C15D3,38:90:a5:8f:e7:0f,eduroam, -89
1520608147787,C15D3,50:0f:80:c4:60:0d,tudelft-dastud, -67
1520608147787,C15D3,50:0f:80:d8:f3:72,tudelft-dastud, -71
1520608147787,C15D3,38:90:a5:8c:93:ee,TUvisitor, -87
1520608147787,C15D3,50:0f:80:d8:ee:0f,eduroam, -67
1520608147787,C15D3,50:0f:80:fd:7f:bf,eduroam, -50
1520608147787,C15D3,50:0f:80:e3:79:6d,tudelft-dastud, -79
1520608147787,C15D3,50:0f:80:e3:79:6f,eduroam, -79
1520608147787,C15D3,38:90:a5:20:f1:1e,TUvisitor, -91
1520608147787,C15D3,50:0f:80:fd:7f:bd,tudelft-dastud, -52
1520608147787,C15D3,e0:3f:49:09:d9:9c,TRIBLER, -83
1520608147787,C15D3,50:0f:80:fe:3f:8e,TUvisitor, -72
1520608147787,C15D3,38:90:a5:37:46:9f,eduroam, -80
1520608147787,C15D3,50:0f:80:fd:7f:be,TUvisitor, -50
1520608147787,C15D3,50:0f:80:fd:84:3f,eduroam, -89
1520608147787,C15D3,38:90:a5:9d:1a:ee,TUvisitor, -85
1520608147787,C15D3,50:0f:80:d8:ee:0d,tudelft-dastud, -68
1520608147787,C15D3,50:0f:80:d8:f3:7f,eduroam, -83
1520608147787,C15D3,50:0f:80:d8:f4:2e,TUvisitor, -85
1520608147787,C15D3,50:0f:80:d8:ee:01,TUvisitor, -56
1520608147787,C15D3,38:90:a5:00:01:8f,eduroam, -88
1520608147787,C15D3,38:90:a5:00:01:8d,tudelft-dastud, -87
1520608147787,C15D3,50:0f:80:fe:3f:8d,tudelft-dastud, -71
1520608147787,C15D3,50:0f:80:d8:ee:02,tudelft-dastud, -57
1520608147787,C15D3,50:0f:80:d8:f3:71,TUvisitor, -71
1520608147787,C15D3,50:0f:80:c0:ce:21,TUvisitor, -65
1520608147787,C15D3,38:90:a5:91:7f:8f,eduroam, -89
1520608147787,C15D3,50:0f:80:fd:7f:b2,tudelft-dastud, -55
1520608147787,C15D3,38:90:a5:00:09:4f,eduroam, -83
1520608147787,C15D3,50:0f:80:fd:85:02,tudelft-dastud, -69
1520608147787,C15D3,38:90:a5:37:46:92,tudelft-dastud, -71
1520608147787,C15D3,50:0f:80:fd:7f:b1,TUvisitor, -56
1520608147787,C15D3,50:0f:80:fd:84:e2,tudelft-dastud, -80
1520608147787,C15D3,50:0f:80:fe:49:0f,eduroam, -86
1520608147787,C15D3,38:90:a5:37:46:9e,TUvisitor, -80
1520608147787,C15D3,50:0f:80:fd:84:4f,eduroam, -69
1520608147787,C15D3,38:90:a5:37:46:9d,tudelft-dastud, -79
1520608147787,C15D3,50:0f:80:fd:7f:b0,eduroam, -55
1520608147787,C15D3,38:90:a5:9d:1a:e0,eduroam, -66
1520608147787,C15D3,50:0f:80:d8:ee:0e,TUvisitor, -68
1520608147787,C15D3,50:0f:80:e3:79:6e,TUvisitor, -80
1520608147787,C15D3,38:90:a5:20:e9:0e,TUvisitor, -82
1520608147787,C15D3,50:0f:80:c0:ce:22,tudelft-dastud, -65
1520608147787,C15D3,50:0f:80:fd:84:4e,TUvisitor, -69
1520608147787,C15D3,e0:3f:49:09:d9:98,TRIBLER, -68
1520608147787,C15D3,38:90:a5:20:e9:01,TUvisitor, -71
1520608147787,C15D3,50:0f:80:d8:f4:2d,tudelft-dastud, -85
1520608147787,C15D3,50:0f:80:fe:49:0e,TUvisitor, -86
1520608147787,C15D3,38:90:a5:9d:1b:1f,eduroam, -76
1520608147787,C15D3,38:90:a5:37:46:91,TUvisitor, -71
1520608147787,C15D3,50:0f:80:d8:ee:00,eduroam, -57
1520608147787,C15D3,50:0f:80:fe:3f:8f,eduroam, -71
1520608147787,C15D3,50:0f:80:c0:d6:8f,eduroam, -80
1520608147787,C15D3,50:0f:80:c4:5f:6f,eduroam, -75
1520608147787,C15D3,50:0f:80:c4:5f:9d,tudelft-dastud, -80
1520608147787,C15D3,38:90:a5:9d:1a:ed,tudelft-dastud, -86
1520608147787,C15D3,50:0f:80:fe:49:0d,tudelft-dastud, -85
1520608147787,C15D3,50:0f:80:c0:ce:2d,tudelft-dastud, -76
1520608122803,C15D3,50:0f:80:c4:5f:6d,tudelft-dastud, -75
1520608122803,C15D3,38:90:a5:8f:e7:0e,TUvisitor, -90
1520608122803,C15D3,38:90:a5:20:f0:fe,TUvisitor, -67
1520608122803,C15D3,50:0f:80:fd:84:4d,tudelft-dastud, -72
1520608122803,C15D3,50:0f:80:fd:85:cf,eduroam, -74
1520608122803,C15D3,50:0f:80:d8:f3:7e,TUvisitor, -82
1520608122803,C15D3,50:0f:80:fd:85:01,TUvisitor, -72
1520608122803,C15D3,e0:3f:49:09:d9:9c,TRIBLER, -85
1520608122803,C15D3,38:90:a5:20:f0:ff,eduroam, -65
1520608122803,C15D3,38:90:a5:37:46:9f,eduroam, -78
1520608122803,C15D3,50:0f:80:fd:7f:be,TUvisitor, -51
1520608122803,C15D3,38:90:a5:20:f0:fd,tudelft-dastud, -65
1520608122803,C15D3,50:0f:80:c0:ce:2e,TUvisitor, -77
1520608122803,C15D3,50:0f:80:d8:ee:0d,tudelft-dastud, -63
1520608122803,C15D3,50:0f:80:e3:7a:fe,TUvisitor, -72
1520608122803,C15D3,50:0f:80:d8:ee:01,TUvisitor, -63
1520608122803,C15D3,38:90:a5:00:01:8d,tudelft-dastud, -87
1520608122803,C15D3,50:0f:80:fd:85:c0,eduroam, -74
1520608122803,C15D3,50:0f:80:c0:ce:21,TUvisitor, -68
1520608122803,C15D3,50:0f:80:c9:58:7d,tudelft-dastud, -87
1520608122803,C15D3,38:90:a5:37:46:9e,TUvisitor, -78
1520608122803,C15D3,38:90:a5:37:46:9d,tudelft-dastud, -78
1520608122803,C15D3,50:0f:80:fd:7f:b0,eduroam, -56
1520608122803,C15D3,50:0f:80:d8:ee:0e,TUvisitor, -64
1520608122803,C15D3,38:90:a5:9d:1b:1e,TUvisitor, -75
1520608122803,C15D3,50:0f:80:e3:79:6e,TUvisitor, -78
1520608122803,C15D3,38:90:a5:20:e9:0e,TUvisitor, -80
1520608122803,C15D3,50:0f:80:fd:84:4e,TUvisitor, -73
1520608122803,C15D3,e0:3f:49:09:d9:98,TRIBLER, -71
1520608122803,C15D3,50:0f:80:c9:58:7e,TUvisitor, -88
1520608122803,C15D3,50:0f:80:c4:60:0f,eduroam, -69
1520608122803,C15D3,50:0f:80:fd:84:3e,TUvisitor, -88
1520608122803,C15D3,50:0f:80:ee:6d:3f,eduroam, -91
1520608122803,C15D3,38:90:a5:37:42:dd,tudelft-dastud, -89
1520608122803,C15D3,50:0f:80:c4:5f:6f,eduroam, -77
1520608122803,C15D3,50:0f:80:c4:5f:9d,tudelft-dastud, -82
1520608122803,C15D3,50:0f:80:fd:85:0f,eduroam, -77
