TimeStamp, Cell, Direction, BSSID, SSID, Strength 
1520603131411,C1,D2,38:90:a5:37:40:8d,tudelft-dastud, -90
1520603131411,C1,D2,50:0f:80:c4:5f:6d,tudelft-dastud, -89
1520603131411,C1,D2,50:0f:80:d8:f3:7d,tudelft-dastud, -92
1520603131411,C1,D2,38:90:a5:20:e9:0d,tudelft-dastud, -63
1520603131411,C1,D2,b6:ae:2b:e2:78:45,DIRECT-EOKIRIKA3msCU, -79
1520603131411,C1,D2,38:90:a5:20:f0:fe,TUvisitor, -66
1520603131411,C1,D2,38:90:a5:37:42:d1,TUvisitor, -77
1520603131411,C1,D2,50:0f:80:fd:84:4d,tudelft-dastud, -85
1520603131411,C1,D2,50:0f:80:e3:7a:f1,TUvisitor, -75
1520603131411,C1,D2,50:0f:80:c4:60:0d,tudelft-dastud, -72
1520603131411,C1,D2,38:90:a5:9d:1b:12,tudelft-dastud, -65
1520603131411,C1,D2,50:0f:80:fd:7f:bf,eduroam, -62
1520603131411,C1,D2,50:0f:80:fd:7f:bd,tudelft-dastud, -61
1520603131411,C1,D2,e0:3f:49:09:d9:9c,TRIBLER, -91
1520603131411,C1,D2,38:90:a5:20:e9:02,tudelft-dastud, -60
1520603131411,C1,D2,38:90:a5:20:f0:ff,eduroam, -65
1520603131411,C1,D2,38:90:a5:9d:1b:1c,TU Delft Open Dagen, -70
1520603131411,C1,D2,5c:96:9d:65:76:8d,SLDE-™-2, -63
1520603131411,C1,D2,38:90:a5:9d:1b:1d,tudelft-dastud, -71
1520603131411,C1,D2,50:0f:80:fd:7f:bc,TU Delft Open Dagen, -63
1520603131411,C1,D2,50:0f:80:e3:7a:f2,tudelft-dastud, -75
1520603131411,C1,D2,50:0f:80:e3:7a:fd,tudelft-dastud, -78
1520603131411,C1,D2,50:0f:80:fd:7f:b3,TU Delft Open Dagen, -62
1520603131411,C1,D2,50:0f:80:fd:7f:be,TUvisitor, -63
1520603131411,C1,D2,38:90:a5:37:42:dc,TU Delft Open Dagen, -76
