TimeStamp, Cell, Direction, BSSID, SSID, Strength 
1520600504274,18,Up,50:0f:80:c4:5f:6d,tudelft-dastud, -91
1520600504274,18,Up,50:0f:80:c4:5f:6e,TUvisitor, -91
1520600504274,18,Up,50:0f:80:fd:84:e1,TUvisitor, -71
1520600504274,18,Up,38:90:a5:20:e9:0d,tudelft-dastud, -90
1520600504274,18,Up,50:0f:80:fd:6d:7e,TUvisitor, -75
1520600504274,18,Up,50:0f:80:fd:6d:7c,TU Delft Open Dagen, -75
1520600504274,18,Up,50:0f:80:fd:84:ef,eduroam, -87
1520600504274,18,Up,50:0f:80:fd:7f:bf,eduroam, -80
1520600504274,18,Up,50:0f:80:fd:85:01,TUvisitor, -71
1520600504274,18,Up,e0:3f:49:09:d9:9c,TRIBLER, -64
1520600504274,18,Up,38:90:a5:20:e9:02,tudelft-dastud, -76
1520600504274,18,Up,38:90:a5:9d:1a:ef,eduroam, -60
1520600504274,18,Up,50:0f:80:fd:7f:5f,eduroam, -87
1520600504274,18,Up,5c:96:9d:65:76:8d,SLDE-™-2, -79
1520600504274,18,Up,38:90:a5:9d:1a:e1,TUvisitor, -51
1520600504274,18,Up,50:0f:80:fd:7f:bc,TU Delft Open Dagen, -79
1520600504274,18,Up,50:0f:80:fd:7f:b3,TU Delft Open Dagen, -65
1520600504274,18,Up,50:0f:80:fd:7f:be,TUvisitor, -80
1520600504274,18,Up,38:90:a5:9d:1a:ee,TUvisitor, -60
1520600504274,18,Up,50:0f:80:fd:6d:71,TUvisitor, -65
1520600504274,18,Up,50:0f:80:fd:6d:73,TU Delft Open Dagen, -65
1520600504274,18,Up,50:0f:80:fd:6d:70,eduroam, -65
1520600504274,18,Up,50:0f:80:fd:84:3d,tudelft-dastud, -87
1520600504274,18,Up,50:0f:80:fd:84:ee,TUvisitor, -87
1520600504274,18,Up,38:90:a5:20:e9:0c,TU Delft Open Dagen, -90
1520600504274,18,Up,50:0f:80:fd:85:0e,TUvisitor, -76
1520600504274,18,Up,50:0f:80:d8:f4:2e,TUvisitor, -84
1520600504274,18,Up,50:0f:80:fd:7f:0d,tudelft-dastud, -88
1520600504274,18,Up,38:90:a5:9d:10:9f,eduroam, -71
1520600504274,18,Up,50:0f:80:fd:85:00,eduroam, -72
1520600504274,18,Up,50:0f:80:fd:84:e0,eduroam, -71
1520600504274,18,Up,50:0f:80:fd:84:ed,tudelft-dastud, -86
1520600504274,18,Up,50:0f:80:fd:6d:72,tudelft-dastud, -65
1520600504274,18,Up,38:90:a5:91:74:10,eduroam, -79
1520600504274,18,Up,50:0f:80:fd:6d:7f,eduroam, -75
1520600504274,18,Up,50:0f:80:fd:7f:b2,tudelft-dastud, -66
1520600504274,18,Up,38:90:a5:20:e9:0f,eduroam, -89
1520600504274,18,Up,50:0f:80:fd:85:02,tudelft-dastud, -71
1520600504274,18,Up,50:0f:80:fd:84:e3,TU Delft Open Dagen, -71
1520600504274,18,Up,50:0f:80:fd:7f:b1,TUvisitor, -66
1520600504274,18,Up,50:0f:80:fd:84:e2,tudelft-dastud, -72
1520600504274,18,Up,50:0f:80:fd:85:03,TU Delft Open Dagen, -71
1520600504274,18,Up,38:90:a5:9d:10:9c,TU Delft Open Dagen, -71
1520600504274,18,Up,5c:96:9d:65:76:8e,SLDE-™-2 5GHz, -88
1520600504274,18,Up,38:90:a5:9d:10:92,tudelft-dastud, -75
1520600504274,18,Up,38:90:a5:9d:1a:e0,eduroam, -50
1520600504274,18,Up,50:0f:80:fd:7f:b0,eduroam, -66
1520600504274,18,Up,38:90:a5:20:e9:0e,TUvisitor, -91
1520600504274,18,Up,38:90:a5:9d:1a:e2,tudelft-dastud, -51
1520600504274,18,Up,50:0f:80:fd:6d:7d,tudelft-dastud, -75
1520600504274,18,Up,38:90:a5:9d:1a:ec,TU Delft Open Dagen, -61
